text,basic_relationship,subtype_label
"  I dont know,  Someone is selling You followed us If its not him it must be you If its not you it must be him You scared him off,  Weve had thefts of our new stuff GRUNER deals in this A big deal is going down now I went to see if GRUNER had anything to sell But he didnt make any movesAnd when you arrived he backed off,  I cant He didnt do anything Thanks to you,  Excuse me,  What could you find in this place,  Must be a fulfilling occupation",family,Conjugal
  Joe Doakes Its quarter to 10,unpleasant,Annoying Acquaintance
"  No,  It will,  Perfectly,  Yes",family,Conjugal
"  Right there,  So we better get started,  Whoever took it does,  Too much,  Poor bastard",pleasant,Diverse Work
"  Where,  Did you see somebody or did you hear them,  Hey baby Whats wrong,  Instant rice,  Poohs dusty sweetheart hes dusty and you breathed him in okay So whats  whats happening to you now is cells called mast cells told your lungs dont breathe any more of that dust in  and the airways in your lungs are like branches And when the branches close up you get an asthmatic attack And we give you medicine and you get better Huh Okay Youre better already arent you,  Here we go Deep breaths deep breaths,  Sweetheart cmon Cmon,  Thats great Little early for cartoons isnt it,  Yeah What for,  Whats new,  Hi honey",family,Conjugal
"  You got a deal ,  How long,  You better take a good look Because Im getting two things pissed off and curious Now any of these guys been offered jobs in corporate security after they retire Either one of those guys have exagent pals already in those jobs Like for instance their exsupervisor whos already at Brown  Williamson as we fucking speak",friend,Close Acquaintance
"  Have them make their own calls Theyll find that these sources have a different story than the one thats in the dossier  Push the deadline Charlie,  Yeah Catch you later,  And its bullshit And if Im right are you going to put the Journals reputation behind a story thats going to blow up in your face,  Oh its real selective about as hard to get a hold of as the Manhattan phone book,  Its a smear campaign Charlie,  Push it,  Whens your deadline,  PJs,  We gotta hook up",friend,Superficial Acquaintance
"  Well are you or are you not Charlie,  Good,  fuck is this Fuck,  Get me Wigand,  Tell her Ill call her back in ten,  Get me to New Orleans this afternoon Ill shoot the fucking thing myself,  Oh for Gods sake what has this guy got a horse fetish,  Because he has to reveal it in a court of law Its on record its out Its no secret anymore So how can they restrain his speech or retaliate Its out in the world,  What do you mean whats it do",friend,Superficial Acquaintance
"  Im cooking pasta primavera,  How about you,  if you are then Ill take Barbara to soccer and take you to dance after",family,Conjugal
"  Im not implying Im quoting More vested interests  Persons Who Will Profit From This Merger  Ms Helen Caperelli General Counsel of CBS News 39 million Mr Eric Kluster President of CBS News 14 million,  Before you go,  No Im not,  Im not touching my film,  So what happened to Ms Caperellis checking with outside counsel first all that crap",family,Conjugal
  There has been so much soul searching about this Wigand Ive decided we should cut an alternate version of the show without his interview,friend,Superficial Acquaintance
"  Catch ya later,  Im gonna do a followup,  Oh Bill Main Justice is investigating a major New York bank Laundering narco dollars out of their Mexico City branch You want it for the Evening News",pleasant,Diverse Work
"  Debbie,  I did What do I tell a source on the next tough story Hang in with us Youll be fine maybe,  Everything interests me,  Mike in my,  Like what Corporate responsibility What are we talking celebrity here,  No you give me a break I never left a source hung out to dry ever Abandoned Not til right fucking now When I came on this job I came with my word intact Im gonna leave with my word intact Fuck the rules of the game Hell youre supposed to know me Mike What the hell did you expect You expect me to lie down Back off What get over it,  Oh please Mike,  Im going to tell you why Because when I tell someone Im going to do something I deliver,  But in all that time Mike did you ever get off a plane walk into a room and find that a source for a story changed his mind Lost his heart Walked out on us Not one fucking time You want to know why,  Oh lots,  No I usually sit around in my hotel room dressed like this at 530 in the morning sleepy look on my face,  I think it was a disgrace,  I disappeared on you,  Yeah,  I dont know How does that get Wigand on the air,  Ive been banished In lieu of being fired,  What,  These people are putting our whole reason for doing what we do on the line,  Put the corporation at risk Give me a fucking break,  I discovered this SEC filing  For the sale of the CBS Corporation to Westinghouse Corporation,  I think what were trying to tell you is that it happens all the time This is a news organization People are always telling us things they shouldnt We have to verify if its true and in the public interest And if it is we air it,  Ordinary people Under extraordinary pressure Mike What the hell do you expect Grace and consistency,  Oh man,  Do you think we could talk about the taping Tomorrows taping just so we can get it out of the way and order,  So is everything okay,  We got a guy who wants to talk but hes constrained  What if he were compelled,  Whats this,  Hardly new news,  The seven CEOs of Big Tobacco Referred to this Said they should be afraid of him I assume afraid of what he could reveal  Now you tell me What does this guy have to say that threatens these people,  He referred to this the Seven Dwarfs,  Yeah,  Dont interpret that  Hold it Hold it Hold it Slow slow  Sheikh do you mind if you would just turn your chair a little bit to face Mr Wallace",pleasant,Diverse Work
"  Call me back in ten,  Oh cmon Lowell This is The New York Times I dont know,  Hey listen I hear you guys are sitting on something sensational over there",pleasant,Diverse Work
"  No  Im assuming the cavein begins with the threat of litigation from Big Tobacco Are we talking are we talking Brown  Williamson here,  Okay About this whistleblower Did Mike and Don go along with the corporate decision,  Hey it doesnt work Youve burned your bridges man,  Youre sure you want to do this,  Okay  Lowell",pleasant,Diverse Work
"  Can we talk about this when I get back,  Whats the difference,  Where should I wash them,  Im doing an interview,  Whats going on,  Theres a severance agreement It includes cash payouts over time and continuing medical coverage  Sure you dont need anything,  Thomas Sandefur,  I got fired this morning Where else am I gonna take it,  I didnt want to leave it there,  Thats my stuff from the office,  Soy sauce,  Im going to the store You need anything,  Try the car,  Is there any more rice",pleasant,Diverse Work
"  Yes,  Yeah,  No Bergman BERGMAN Im a producer with 60 Minutes,  My names Lowell Bergman Im ",pleasant,Diverse Work
"  Yeah,  and Id be lying to you if I didnt tell you Im about out of moves Dick,  Okay Thank you,  Yeah,  Well would you want him to call you Or you want to call him How do you want to do it,  Well actually no Well hes on the fence Thats the point,  Well he may tape an interview with us And we believe if his testimony showed up in a court record first it would free him up from his confidentiality agreement and give him some protection,  Well Im working with someone now who was the former head of research at Brown  Williamson a former corporate officer there,  you filed a lawsuit against tobacco on behalf of the State of Mississippi did you not,  Area code 2125550199",pleasant,Diverse Work
"  Tell him I will see him day after tomorrow,  Perhaps you prove journalism objectivity and I see the questions first Then I decide if I grant the interview,  Please to explain why I should agree to interview with proZionist American media,  How have you liked your stay,  Coffee",family,Consanguine
"  No you can  Tell him to get on the fucking phone,  Alright now listen to me I want you  I want you to tell him in these words get on the fucking phone,  Hello can you hear me now,  What about now,  No no Dont call the police  Just tell him Im on the phone with you My name is Lowell Bergman Just tell him that",family,Conjugal
"  Dr Wigand you do understand what could happen dont you,  Right,  Good to meet you Dr Wigand",pleasant,Diverse Work
  Object to the form of the question,pleasant,Diverse Work
"  Okay  I dont believe you can maintain corporate integrity without confidentiality agreements I was paid well for my work The health and welfare benefits are good The severance package is fair I have no intention of violating my confidentiality agreement and disclosing that which I said I wouldnt,  Research  You declare as a badge of honor you dont even know what makes water boil,  You threatening my family now too,  Is that a threat,  Chapter and verse,  Id rather play than talk about it  What did you want to see me about I dont like being back here,  Seven",family,Consanguine
"  They hate each other ,  He ,  Well I wouldnt say ",pleasant,Diverse Work
"  Mr Dumbarton is yes,  Heres her picture,  Well  I uh that is to say Mr Dumbarton  would like you to uh neutralize a uh business associate by the name of Marylin Rexroth Doyle Massey uh Dumbart  uh Massey,  Excuse me",family,Conjugal
  I am here representing Mr Dumbarton on a matter of some delicacy,pleasant,Mentoring
"  Oh Joe be happy for us Ill pay you the twenty thousand,  Im sorry That was unkind and  but we changed our minds  Did you really mean what you said on the phone It wasnt because you found out about Rex,  Triple,  Is this Mr Dumbarton",unpleasant,Annoying Acquaintance
"  Sustained,  Mr Massey,  Whos next Mrs Rabinow,  Grounds",unpleasant,Annoying Acquaintance
"  He manufactures staples and industrial bradtacks Hes very successful,  I was a hostess For TransWorld Airlines,  Except for two years when he was in the Navy in Korea",family,Consanguine
  Mrs Guttman you have testified that you were your husbands sexual slave for thirtysix years ever since you were married ,family,Conjugal
"  It sounded like a bell,  Oh boy If he only knew,  Is Tong older than Ming,  You said yes didnt you,  Youre vulnerable,  Maybe they put a horse head in her bed,  Why do you think she did it,  You like kids,  You should have tried to get pregnant Marylin  solidify your position",pleasant,Diverse Work
"  Rex Get away from the door,  So Now what,  He never even asked He just assumed ,  Do you think he set me up Do you think that was his intention,  He told me to  he said he wanted me to ,  Please,  Jesus,  I was devastated Of course",unpleasant,Annoying Acquaintance
"  Yes I know Howard Doyle,  Excuse me,  Yes",unpleasant,Undesirable
"  Weve outlined a settlement,  Thats attorney client privilege  Sorry Miles But as a great and clever man once said Whats good for the goose ,  Dont threaten me Miles I did nothing illegal,  And its good,  The fault dear Brutus is not in our stars,  Shes YOUR wife Why dont you ask her Anyway I assume she signed the highly over rated Massey prenup,  I have no idea what Howard Doyle eats Im not a damn dietician,  Marylin was friends with Howard and Amanda Doyle They dont like the way you operate They helped her,  Kirshner does not apply Kirshner was in Kentucky,  Yes Maybe youre right Miles Maybe were being too conservative Seventy five percent,  Oh brother Here we go,  My client is prepared to settle for fifty percent of the marital assets,  Ha Ha,  My client feels sufficiently dispassionate,  Thats delusional,  My client has ruled that out,  Oh just a routine mammogram She said to say hello Shes going to Positano with your brothers family,  Sam is Sam Hes taking up fly fishing Hes in a yert in Montana",pleasant,Diverse Work
"  Should we counsel fear  or trust Should we seek to destroy  or to build Should we meet our clients problems with cynicism  or with love,  Yes  Its for your protection sweetheart Youre the one with the  the,  We wanted Ruth here for your protection as well ,  Do you have it,  Kenneth this is my associate Wrigley Wrigley this is my friend Dr Beck,  I know you would Wrigley But would Kramer,  She owes me a meal,  She deserves every penny They pay great athletes a fortune Well Marylin Rexroth is an athlete at the peak of her power,  Ah but is she richer than Mrs Croesus,  HA,  Spoons Honestly Wrigley Im surprised at you What is this Some Martha Stewart suggestion Those are the most cockamamie things Ive ever ,  What are they,  Is she going through with it,  I could be mentoring Kramer Kramer clerked for Scalia,  Am I mentoring the wrong mentee,  Sometimes I have serious doubts about you,  Wrigley,  Video,  Nothing",pleasant,Diverse Work
  Wait He wants to give her,pleasant,Diverse Work
"  Divorce was her childhood aspiration,  I see And what were you going to tell us about Patty slash Marylin,  Whos Patty,  Did you know Mrs Rexroth was married,  You were never invited to meet your soninlaw,  Hard to believe I know Im sure you are frequently mistaken for sisters,  And how would you define your relationship to Mrs Rexroth You know  you are her",family,Consanguine
"  Im worried Lovington After all something might have happened to her ,  Its not enough  Are you certain shes not with King Westley,  What Im asking isnt impossible My daughter is somewhere between here and Miami I want her found",family,Conjugal
"  Yes  But dont hold that against me Im a little screwy myself,  A normal human being couldnt live under the same roof with her without going nuts  Shes my idea of nothing,  She grabbed herself a perfect running mate King Westley The pill of the century  What she needs is a guy thatd take a sock at her every day—whether its coming to her or not,  A guy thatd fall in love with your daughter should have his head examined,  Yeah—with all the trimmings Now how about the check Do I get it,  Listen did anybody ever make a sucker out of you This is a matter of principle Something you probably wouldnt understand  When somebody takes me for a buggy ride I dont like the idea of having to pay for the privilege,  Well go into that some other time,  All I want is thirtynine sixty If youll give me a check Ill get out of this place It gives me the jitters,  Who said anything about a reward,  What ten thousand,  Whats the matter Isnt it cheap enough A trip like that would cost you a thousand dollars,  Why not Im not charging you for the time I wasted,  If I didnt I wouldnt be here  Ive got it all itemized ,  Oh she does huh Isnt that sweet of her You dont  I suppose,  Thats typical of your daughter Takes those things for granted  Why does she think I lugged her all the way from Miami—  for the love of it,  Yeah,  No—no What the deuce do I want to—,  I found a million dollar baby—",pleasant,Diverse Work
"  Well if it isnt the groom himself Youre just in time King,  Certainly  Pay him off Hes entitled to it He did an excellent job Kept me thoroughly entertained Its worth every penny he gets,  Are you going to see him,  Oh please Dad—,  You havent heard from him have you Dad,  Why Do you know him ,  Yes Peter Warne,  It doesnt matter  I dont want to stir up any more trouble Ive been doing it all my life Ive been such a burden to you—made your life so miserable—and mine too Im tired Dad Tired of running around in circles Hes right thats what Ive been doing ever since I can remember,  No Ill go through with it,  Its no use Dad I practically threw myself at him ,  I dont know,  Hes marvelous,  He blames you for everything thats wrong about me Thinks you raised me stupidly,  He doesnt think so much of you either,  He despises everything I stand for He thinks Im spoiled and pampered and selfish and thoroughly insincere,  Itll do no good  He despises me,  I dont know very much about him  Except that I love him,  No,  On the road,  Sorry Dad I wouldnt hurt you for the world You know that,  Oh no,  Nothing ,  Oh yes I heard,  Stunt,  Sorry Must have been daydreaming ,  Oh hello Dad,  Ill shout to my hearts content Ill scream if I want to,  I wont thank you Ill never thank you,  Youve been telling me what not to do since I was old enough to remember  Im sick of it,  Why not  Look what hes doing for aviation It takes courage to do what he does And character At least hes accomplished something worthwhile I suppose youd like to have me marry a business man Well I hate business men—particularly if youre a shining example,  Hes one of the best fliers in the country Right now hes planning a trip to Japan,  You talk as if he were a gigolo—or something,  You only met him once ,  Whatve you got against King Westley,  Youll never do it You cant do it,  What do you expect to accomplish by all this Im already married,  Youll have a corpse on your hands That what Youll have I wont eat a thing while Im on this boat,  South America,  I hope youre not comparing yourself to Napoleon He was a strategist Your idea of strategy is to use a lead pipe,  You cant tempt me  Do you hear I wont eat,  Smart arent you So subtle,  Youre wasting your time Im already married to him,  Yes I know  Because Im your daughter and you love me Because you dont want me to make any mistakes Because—,  I wont stand for it I wont stand for your running my life Why do you insist on it,  All right Put me in chains Do anything you want  But Im not going to eat a thing until you let me off this boat,  Why dont you put me in chains,  I dont want to eat  And theres one more thing I dont want Definitely Thats to see you",pleasant,Diverse Work
"  Yes of course,  Oh no Shell be crazy about it Well see you later Im going out on the lawn and arrange for landing space  Goodbye ,  Why itll make all the front pages A spectacular thing like that—,  Yes sir,  What would you like to have me do,  Ellie Oh shes no responsibility,  You talk as if—,  Why naturally I—,  Youve made that quite evident—with all your threats of annulment  Well it hasnt bothered me for a minute Ellie and I got married because we love each other And shes proving it as far as Im concerned theres going to be no annulment",friend,Close Acquaintance
"  Theres another wire from Peter sir Theyre in Glen Falls Michigan,  But its King Westley on the phone,  Theyre the finest detective agency in the country sir,  Theyre practically all the same sir ,  Yessir  Theres a report here from every State along the East coast Want to hear them",pleasant,Diverse Work
"  Never mind son She doesnt want it ,  No,  No thanks Were not hungry,  All right let it go",pleasant,Diverse Work
"  Hey hey arent you afraid youll burn out a tonsil,  Holy Smokes Youll never get out yourself Better phone for some help,  These seats accommodate two passengers dont they,  You win,  Now thats a brilliant answer Why didnt I think of it Our conversation could have been over long ago,  Look here partner You may not like my nose But I do Its a good nose The only one Ive got I always keep it out in the open where anybody can take a sock at it If you decide to do it make sure you dont miss,  Its okay with me Im not arguing,  Oh I wouldnt kid you  On the level it actually happened Nobody bought a paper that day They followed me all over town and read the news from the seat of my pants,  Oh—the papers—,  Huh,  Just between you and me I never intended taking it off,  If youll be good enough to remove those newspapers Ill have a seat",friend,Close Acquaintance
"  I would But Ive got a weak stomach,  Same to you,  You bet I did,  Youre forgetting youre married,  Maybe  Sure—sure Ive thought about it Who hasnt If I ever met the right sort of a girl Id—  Yeah but where you going to find her—somebody thats real—somebody thats alive They dont come that way any more,  Me,  Nope,  Yeah swell,  Okay  Cottage Number Three,  Im glad you think so If you ask me its foolish I told you theres no sense in our staying here tonight We could make New York in less than three hours,  Talked him out of it He thinks were going to stay a week Ill have to think of something before morning,  Yeah He finally agreed to let us have a room,  A black eye ,  Just a road thief Picks people up and runs off with their stuff What a racket ,  Come on come on ,  Come on—get in,  If you do Ill break your neck,  Eat a carrot,  What were you going to do Gold dig him for a meal13,  Why didnt you take all your clothes off You could have stopped forty cars,  What for,  Whatre you going to do,  You Dont make me laugh,  I guess maybe I wont write that book after all,  Now watch me Im going to use Number One Keep your eye on that thumb baby and see what happens,  Hm Yeah but its no good if you havent got a long face with it,  Oh thats nothing Now take number three for instance Thats a pip Its the pathetic one When youre broke—and hungry—and everything looks black Its a long movement like this—  —with a follow through,  Number two is a wider movement—a smile goes with that one—like this  That means you got a couple of brand new stories about the farmers daughter12,  Well it is simple Its all in the thumb see A lot of people do it—,  You think its simple huh,  Expert Going to write a book on it Called the HitchHikers Hail,  Oh theyll stop all right Its a matter of knowing how to hail them,  I wish you wouldnt talk too much We let a car get away ,  You dont think Im going around panhandling for you  Best thing in the world for you—carrots Had a tough time getting them If that farmer ever caught me—goodnight,  Uhhuh Want one,  Carrots,  There it is Better swallow it Were not going to have any breakfast,  No But Ive got a penknife ,  Hitchhiking,  Yeah I was just wondering what makes dames like you so dizzy,  By a strange coincidence I was thinking of you,  I am I only work when I have to Two years ago I got a notion and went to China There was a war going on Swell After a while it got stale I went down to Tahiti Just lay on the beach for six months What could be sweeter,  Nothing  Nothing youd give two cents for,  Holy Jumping Catfish You can drive a guy crazy,  But what,  Thought you were hungry,  Here Eat your head off,  I wasnt gone more than a minute Just went out to find you something to eat,  Whats got into you,  All right Dont take them off Do whatever you please But shut up about it,  Well take them off,  Holy Smokes Why did I ever get mixed up with you,  All right You win Lets forget it,  What,  I dont know about you but Im going to give a fairly good imitation of it,  Show me a good piggyback rider and Ill show you somebody thats human Take Abraham Lincoln for instance—a natural piggybacker  Where do you get off with your stuffedshirt family  Why your father knew so much about piggyback riding that he—,  Not a one,  To be a piggybacker it takes complete relaxation—a warm heart—and a loving nature,  I dont think theres a piggy back rider in your whole family I never knew a rich man yet who was a good piggyback rider,  Your father didnt know beans about piggyback riding,  And he carried you like this I suppose,  Youre crazy,  This isnt piggyback,  Okay Hang on to these,  Arent you afraid of me,  Yeah,  Must be some strange power Westley has over you women  How do you expect to get there,  I didnt give him anything  You were the bighearted gal How about wiring your father now,  Not a sou I had some before the fainting scene,  It takes money to buy food,  Okay with me if you can stand the starvation diet,  I dont trust that chatterbox,  Whats the matter,  At the rate he started hes probably passed two state lines by this time The exercise is good for him,  Dont be silly Nothing you can do Must be tough on an old woman—a trip like this,  Then Ill fire you Ill do all the parts myself,  If you dont like it you can resign from the company,  I did It was my idea wasnt it,  No mushy stuff Im running this troupe,  After that The Three Musketeers  Id make a great DArtagnan,  We could start a twoperson stock company If things get tough—we can play some small town auditoriums Well call this one The Great Deception8,  Say you were pretty good Jumping in like that Got a brain havent you,  Aw nuts Youre just like your old man  Once a plumber always a plumber There isnt an ounce of brains in your whole family,  Im sorry I didnt take another sock at him,  Oh so now I was drunk,  You dont have to lose your temper  Thats what you told me the last time too Every time I step in to protect you At the Elks dance7 when that big Swede made a pass at you—,  There you go again How many times did I tell you to stop butting in when I have an argument,  Dont look at me I didnt marry King Westley,  Detectives,  Just goes to show you Twenty millions and you dont know how to dunk,  Of course you shouldnt You dont know how to do it Dunkings an art Dont let it soak so long A dip and plop into your mouth If you let it soak so long itll get soft and fall off Its all a matter of timing I ought to write a book about it,  Say where did you learn to dunk in finishing school,  Oh Is that how you met him,  Santa Claus,  One consolation you can never be lonesome,  Um Youre doing all right,  Yeah,  No No Its too good a story,  Just shows you how wrong a guy can be Doughnut,  I thought maybe—uh—believe you me told you a couple of snappy stories,  What makes you so disgustingly cheerful this morning,  Id have gotten you some cream but it meant buying a whole pint,  Egg One egg—doughnuts—black coffee Thats your ration till lunch Any complaints,  I know a couple of truck drivers Id like to have you meet sometime  Come on sit down,  If you didnt waste so much time on that wisecracking drummer—wed have been through with breakfast by this time,  Hurry up and get dressed,  High time you got back,  Your hairs cute like that You should never comb it,  Hey—youre little arent you,  Here—take mine,  Like what,  Certainly outside All the best homes have em outside,  Listen Brat—Im going to count to ten If youre not out of bed by then Im going to yank you out myself,  Come on Hurry up Breakfastll be ready in no time,  The pleasure is all mine,  Dont let it bother you Youre giving it back to me in the morning,  Yeah I got a name Peter Warne,  Who me  Why Im the whippoorwill that cries in the night Im the soft morning breeze that caresses your lovely face,  Not at all ,  All right dont join the Israelites Perhaps youre interested in how a man undresses  Funny thing about that Quite a study in psychology No two men do it alike ,  Oh this—I like privacy when I retire Im very delicate in that respect Prying eyes annoy me  Behold the walls of Jericho4 Maybe not as thick as the ones that Joshua blew down with his trumpet but a lot safer You see I have no trumpet  Now just to show you my hearts in the right place Ill give you my best pair of pajamas,  Oh yeah Its all right with me Go on out in the storm but Im going to follow you see  Yeah And if you get tough Ill just have to turn you over to your old man right now Savvy  Now thats my whole plot in a nutshell A simple story for simple people Now if you behave yourself Ill see that you get to King Westley if not Ill just have to spill the beans to papa Now which of these beds do you prefer This one All right,  This  Oh thats a matter of simple mathematics These cabins cost two bucks a night and Im very sorry to inform you wifey dear but the family purse wont stand for our having separate establishments ,  Yeah Yeah not bad Hows yours,  I kind of half expected you to thank me,  Oh I forgot to tell you I registered as Mr and Mrs ,  Yeah Yeah its a gift ,  Yeah Come on—were stopping here for the night,  Shut up,  Youre on a budget from now on,  A dollar sixty    You had four dollars last night How do you expect to get to New York at the rate youre going,  Beat it ,  Whatd you do Wire one of your friends for money,  Forget it I didnt do it for you His voice got on my nerves,  Never mind You know I had you pegged right from the start youre the spoiled brat of a rich father The only way you can get anything is to buy it Now youre in a jam and all you can think of is your money It never fails does it Ever hear of the word Humility No you wouldnt I guess it never occurred to you to just say Please mister Im in trouble Will you help me No thatd bring you down off your high horse for a minute Let me tell you something maybe itd take a load off your mind You dont have to worry about me Im not interested in your money or your problems You King Westley your father youre all a lot of hooey to me,  I never thought of that,  What for,  Thats right You didnt,  Quit kidding  Its all over the front pages You know Ive always been curious about the kind of a girl that would marry King Westley,  Youll never get away with it Miss Andrews Your fatherll stop you before you get half way to New York,  Just a spoiled brat of a rich man You and Westleyll make an ideal team,  Youll never get away with it Miss Andrews ,  I found it on the seat,  Youre doing a pretty sloppy job of it  Heres your ticket,  Whats the matter Wouldnt the old meanies wait for you  Say how old are you anyway Dont you know these busses work on a schedule You need a guardian,  Remember me Im the fellow you slept on last night,  I hated to wake you up  How about some breakfast,  Yes,  Why you ungrateful brat,  Why thats ridiculous Theyre responsible for everything that—,  Dont be a fool You lost your bag The companyll make good Whats your name,  Ill report it to the driver About your bag I mean,  You can wire home for some money when we get to Jacksonville,  Dont tell me your ticket was in it,  That cadaverouslooking yegg who sat in front of us just up and took it Boy how that baby can run,  Yeah I knew youd catch on eventually,  Well—of all the—well—  Maybe youll be interested to know your bags gone,  Are you talking to me,  Now listen Im in a very ugly mood I put up a stiff battle for that seat So if its just the same to you—  scram]",friend,Close Acquaintance
"  I heard about your stunt Thats swell King Just think of it—the groom lands on the lawn with a plane Its a perfect beginning for the life were going to lead It sets just the right tempo  Come on King Youre lagging ,  Its up to you now I want our life to be full of excitement King Well never let up will we Never a dull moment Well get on a merrygoround and never get off Promise youll never let me get off Its the only way to live isnt it No time to think We dont want to stop to think do we Just want to keep going,  Happy Why shouldnt I be happy Im getting the handsomest man in captivity  Here you are King Lets drink  Lets drink to us   We finally made it didnt we",family,Consanguine
  How are you Ellie  Are you happy,pleasant,Diverse Work
"  You aint gonna stick me for no phone calls You can go down to the Sheriffs office,  Aint gonna wait a minute,  Serves you right Oughta be careful who you take up with on the road You cant go plyin your trade in my camp,  Yeah What makes you think so He took his suitcase and everything  Kinda surprised huh Its just like I told you Zeke They aint married atall   ,  No he aint And the cars gone too,  Yes—if he is your husband",pleasant,Diverse Work
"  Just your imagination,  Eight oclock,  Youve had a pretty tough break at that Twice a Missus and still unkissed,  Whats that",pleasant,Diverse Work
"  Thanks,  Yeah,  Yeah Where",friend,Close Acquaintance
"  Whats up,  Thanks Joe,  Yeah where am I,  Wouldnt have made a bad story would it,  Hello Joe Sorry Just a little gag of mine Thought Id have some fun with you,  Bye Agnes Youre beautiful All women are beautiful  Gordon is immediately electrified into action,  Listen Pal—youve got to get this money for me Now Minutes count Shes waiting for me in an auto camp outside of Philadelphia Ive got to get right back You see she doesnt know Im gone  A guy cant propose to a girl without a cent in the world can he,  For heavens sake Joe—stop being an editor for just a minute  Weve been friends for a long time havent we You ought to know when Im serious This is on the level,  Yeah,  I am Joe,  Sure I wouldnt blame you either,  Wait a minute Joe Use your bean I couldnt afford to hand you a phoney yarn like that Id be crazy There isnt a newspaper in the countryd give me a job after that I could go to jail,  Its all right here Give me the thousand and its yours,  Well I got it Joe,  Would an exclusive story like that be worth a thousand bucks to you,  That shes going to marry somebody else,  Never mind    Listen—suppose I should tell you that Ellen Andrews is going to have her marriage annulled,  To tear down the Walls of Jericho,  Dont get sore Joe This is something you got to do for me I need a thousand dollars—and I need it quick Im in a jam,  Thats it  I got it all written up Ready to go All I want is a thousand dollars,  Okay Joe Listen—you know Ive always liked you Anytime I could do you a great turn—anytime I ran into a story that looked good—I always came running to you didnt I Well I got one now Those wires I sent you were on the level Its the biggest scoop of the year Im giving it to you Joe,  Joe listen—,  Wait a minute Gordon—I—,  Thats okay by me Cause as far as Im concerned Im through with newspapers See Im through with stupidity Ill never write another newspaper story for you or anybody else if I have to starve  Yeah What about my novel When I get through with that—,  That was free verse you gashouse palooka",pleasant,Diverse Work
"  When you sober up—come in and see me,  Great  But thats the way things go You think you got a swell yarn—then something comes along—messes up the finish—and there you are,  Yeah Sure Had me going for a while,  Oh boy What a yarn What a yarn  Get me Hank on the phone Gotta hold up the morning edition,  Okay pete ,  Well Ill be—,  Now I know youre drunk  Im going home Dont annoy me any more,  You,  Whos the guy shes gonna marry,  Id put you there myself,  I wouldnt trust you as far as I could throw that desk,  Whos she gonna marry,  If its on the level,  Youre drunk,  Huh,  What,  Whats the thousand bucks for,  A thousand dollars  Get out of this office before I throw you out bodily,  You mean about the Andrews kid,  Dont Joe me,  Get out,  When you get through with that Ill have a beard down to my ankles ,  Free verse huh  What the dickens was free about it It cost this paper a gob of dough Well Im here to tell you its not gonna cost us any more,  Say listen you wouldnt know a story if it reached up and kicked you in the pants  Yeah  Sure sure I got your copy Why didnt you tell me you were going to write it in Greek Id start a new department",pleasant,Diverse Work
  You send telegrams here,family,Conjugal
"  Zeke  Git,  Better start gettin into your clothes,  Oh,  That feller last night thats who He was gonna stay a week huh Well hes skipped Took the car with him too We wouldnt have known a thing about it until morning if I hadnt took that magnesia  Come on get up dont lay there Lets do something about it,  I dont trust him,  Mebbe,  Yeah Theyre all upright till they walk out on you",pleasant,Diverse Work
  All this blubbering over that sonofabitch  Theyre grieving like they knew the man  It makes me want to puke,pleasant,Diverse Work
"  Youre not digging,  You know you keep saying that,  Not unless we go for Shaw now,  Pretty flowery for Dave Ferrie,  Im just an investigator Bill  I leave the theories to you lawyers",friend,Superficial Acquaintance
  Whats it look like Nick,friend,Superficial Acquaintance
"  I see and why are you experiencing this paranoia,  Why",pleasant,Diverse Work
"  No I did not,  No I would not even know what he looked like except for the pictures Ive been shown,  No I did not,  No I did not",pleasant,Mentoring
